Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
AAPL,Apple Inc.,140.64,7.37873E+11,n/a,1980,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/aapl
GOOGL,Alphabet Inc.,835.14,5.77433E+11,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl
GOOG,Alphabet Inc.,814.43,5.63113E+11,n/a,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog
MSFT,Microsoft Corporation,64.98,5.02135E+11,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft
FB,"Facebook, Inc.",140.34,4.0558E+11,n/a,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fb
ORCL,Oracle Corporation,44.65,1.83721E+11,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/orcl
CSCO,"Cisco Systems, Inc.",34.08,1.70668E+11,n/a,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,32.81,1.70153E+11,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsm
INTC,Intel Corporation,35.16,1.66236E+11,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
IBM,International Business Machines Corporation,173.83,1.63959E+11,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ibm
SAP,SAP SE,97.89,1.17333E+11,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sap
DCM,"NTT DOCOMO, Inc",24.26,89873246244,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dcm
AVGO,Broadcom Limited,218.97,87886339180,n/a,2009,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo
QCOM,QUALCOMM Incorporated,56.92,84073175826,n/a,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
TXN,Texas Instruments Incorporated,80.59,80560966082,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/txn
NVDA,NVIDIA Corporation,107.47,63299830000,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvda
ADBE,Adobe Systems Incorporated,127.7,63297301375,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adbe
CRM,Salesforce.com Inc,81.61,57739075000,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm
ADP,"Automatic Data Processing, Inc.",103.38,46407548927,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
BIDU,"Baidu, Inc.",168.26,46303805920,275192000,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
ITW,Illinois Tool Works Inc.,132.77,46011534447,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/itw
YHOO,Yahoo! Inc.,46.4,44381006869,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/yhoo
AMAT,"Applied Materials, Inc.",38.97,42081014187,n/a,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat
HPE,Hewlett Packard Enterprise Company,22.77,37745931693,n/a,2015,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpe
VMW,"Vmware, Inc.",91.73,37484653515,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vmw
ATVI,"Activision Blizzard, Inc",49.12,36930722577,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atvi
INFY,Infosys Limited,15.67,35816162609,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/infy
CTSH,Cognizant Technology Solutions Corporation,58.62,35678309323,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh
NXPI,NXP Semiconductors N.V.,102.99,35634834757,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/nxpi
ETN,"Eaton Corporation, PLC",72.84,32672861360,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/etn
MU,"Micron Technology, Inc.",28.43,31351234982,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu
NOK,Nokia Corporation,5.37,31339615414,n/a,1994,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/nok
INTU,Intuit Inc.,119.72,30622619109,n/a,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ADI,"Analog Devices, Inc.",81.64,29806006218,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi
HPQ,HP Inc.,17.23,29132173412,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpq
EA,Electronic Arts Inc.,89.35,27543435487,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
SNAP,Snap Inc.,22.74,26315028896,n/a,2017,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/snap
FISV,"Fiserv, Inc.",115.94,24876544363,n/a,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/fisv
WIT,Wipro Limited,10.16,24557256489,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wit
WDC,Western Digital Corporation,78.18,22521346452,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/wdc
KYO,Kyocera Corporation,56.62,20819965548,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kyo
LRCX,Lam Research Corporation,127.47,20757709511,n/a,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
OMC,Omnicom Group Inc.,84.33,19777935645,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/omc
ADSK,"Autodesk, Inc.",86.48,19099044697,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
CERN,Cerner Corporation,57.77,19047895573,n/a,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/cern
SYMC,Symantec Corporation,30.47,18855885783,n/a,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc
CHKP,Check Point Software Technologies Ltd.,103.38,18081319448,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chkp
SWKS,"Skyworks Solutions, Inc.",97.3,17992556039,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks
WDAY,"Workday, Inc.",82.95,16838850000,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/wday
INFO,IHS Markit Ltd.,40.33,16525062834,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/info
MCHP,Microchip Technology Incorporated,73.15,15832012870,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp
RHT,"Red Hat, Inc.",82.96,14790771899,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rht
XLNX,"Xilinx, Inc.",58.63,14595047441,n/a,1990,Technology,Semiconductors,http://www.nasdaq.com/symbol/xlnx
NOW,"ServiceNow, Inc.",84.81,14248080000,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now
STM,STMicroelectronics N.V.,15.88,14028558835,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/stm
MSI,"Motorola Solutions, Inc.",83.67,13784156418,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi
DVMT,Dell Technologies Inc.,63.37,13695657287,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/dvmt
MBLY,Mobileye N.V.,60.78,13495835475,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mbly
STX,Seagate Technology PLC,45.24,13353801780,n/a,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
CA,CA Inc.,31.86,13316650493,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ca
VRSK,"Verisk Analytics, Inc.",79.71,13259066298,n/a,2009,Technology,EDP Services,http://www.nasdaq.com/symbol/vrsk
CTXS,"Citrix Systems, Inc.",83.14,12999139367,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs
LLL,"L3 Technologies, Inc.",166.92,12986183040,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll
AMD,"Advanced Micro Devices, Inc.",13.7,12897162642,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amd
MXIM,"Maxim Integrated Products, Inc.",45.23,12786131524,n/a,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim
DOV,Dover Corporation,78.14,12158048585,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dov
NTAP,"NetApp, Inc.",40.88,11076490289,n/a,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/ntap
PNR,Pentair plc.,60.72,11036798185,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pnr
TWTR,"Twitter, Inc.",15.14,11005178233,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/twtr
SNPS,"Synopsys, Inc.",71.15,10689502716,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps
JNPR,"Juniper Networks, Inc.",27.82,10626740436,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/jnpr
ASX,"Advanced Semiconductor Engineering, Inc.",6.54,10430074751,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asx
PANW,"Palo Alto Networks, Inc.",111.77,10286892557,n/a,2012,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/panw
URI,"United Rentals, Inc.",120.69,10192914260,n/a,1997,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/uri
CSC,Computer Sciences Corporation,67.84,9580243095,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/csc
FFIV,"F5 Networks, Inc.",146.57,9495925421,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ffiv
IPG,"Interpublic Group of Companies, Inc. (The)",24.16,9487321520,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/ipg
ANET,"Arista Networks, Inc.",131.77,9357161636,n/a,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet
DOX,Amdocs Limited,62.52,9171183840,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox
ANSS,"ANSYS, Inc.",105.7,9023964469,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/anss
ASML,ASML Holding N.V.,132.24,9002084205,68073837,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
OTEX,Open Text Corporation,34,8946795972,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/otex
VRSN,"VeriSign, Inc.",87.19,8922026275,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/vrsn
FLEX,Flex Ltd.,16.63,8900724598,n/a,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/flex
CDNS,"Cadence Design Systems, Inc.",31.61,8833662006,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cdns
QRVO,"Qorvo, Inc.",67.64,8553252308,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo
SPLK,Splunk Inc.,60.9,8261741015,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk
MRVL,Marvell Technology Group Ltd.,15.9,8075610000,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl
COMM,"CommScope Holding Company, Inc.",41.22,8025039566,n/a,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm
LN,LINE Corporation,36.87,8006209890,n/a,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ln
LDOS,"Leidos Holdings, Inc.",52.62,7911535448,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos
AER,Aercap Holdings N.V.,44.57,7855335654,n/a,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aer
MIDD,The Middleby Corporation,136.33,7844396299,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd
YNDX,Yandex N.V.,22.41,7246813357,n/a,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/yndx
JKHY,"Jack Henry & Associates, Inc.",93.33,7245177941,n/a,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
SSNC,"SS&C Technologies Holdings, Inc.",35.61,7233660532,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc
FDS,FactSet Research Systems Inc.,176.73,6992551669,n/a,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fds
VEEV,Veeva Systems Inc.,49.57,6799140118,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/veev
MAN,ManpowerGroup,99.92,6758772553,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/man
TEAM,Atlassian Corporation Plc,29.43,6547219114,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team
IPGP,IPG Photonics Corporation,119.03,6370146245,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
ON,ON Semiconductor Corporation,15.18,6369692824,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/on
FTNT,"Fortinet, Inc.",36.3,6364116835,n/a,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
RHI,Robert Half International Inc.,48.19,6158516082,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rhi
TRIP,"TripAdvisor, Inc.",42.69,6154185192,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/trip
GDDY,GoDaddy Inc.,36.39,6116517481,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/gddy
SQ,"Square, Inc.",16.59,6091699951,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq
PTC,PTC Inc.,51.94,6010574087,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
MSCC,Microsemi Corporation,51.59,5948643247,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
TTWO,"Take-Two Interactive Software, Inc.",58.12,5893960708,n/a,1997,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ttwo
BKFS,"Black Knight Financial Services, Inc.",37.85,5859253580,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bkfs
SABR,Sabre Corporation,20.91,5794767495,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
TYL,"Tyler Technologies, Inc.",154.48,5689189440,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tyl
ULTI,"The Ultimate Software Group, Inc.",190.39,5647634146,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ulti
LECO,"Lincoln Electric Holdings, Inc.",85.56,5626614345,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
SMI,Semiconductor  Manufacturing International Corporation,6.57,5554947772,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi
WUBA,58.com Inc.,37.31,5398882212,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wuba
SHOP,Shopify Inc.,68.98,5359857679,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop
JBL,"Jabil Circuit, Inc.",28.74,5237317129,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/jbl
SATS,EchoStar Corporation,55.18,5234237126,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
SINA,Sina Corporation,73.07,5179286946,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
LOGI,Logitech International S.A.,31.69,5124967772,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
BRCD,"Brocade Communications Systems, Inc.",12.52,5104426811,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/brcd
ARRS,ARRIS International plc,26.62,5063854533,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
NUAN,"Nuance Communications, Inc.",16.68,4863274043,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nuan
UMC,United Microelectronics Corporation,1.98,4840704000,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/umc
CAVM,"Cavium, Inc.",71.2,4829568695,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/cavm
CSRA,CSRA Inc.,29.43,4800333392,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/csra
CY,Cypress Semiconductor Corporation,14.45,4738467221,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
SNX,Synnex Corporation,116.94,4668702152,n/a,2003,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/snx
ZBRA,Zebra Technologies Corporation,86.73,4586043632,n/a,1991,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/zbra
AZPN,"Aspen Technology, Inc.",57.27,4356653806,n/a,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
UBNT,"Ubiquiti Networks, Inc.",50.67,4166678212,n/a,2011,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/ubnt
NATI,National Instruments Corporation,32.03,4148821974,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati
MENT,Mentor Graphics Corporation,37.2,4110119822,n/a,1984,Technology,EDP Services,http://www.nasdaq.com/symbol/ment
GWRE,"Guidewire Software, Inc.",55.47,4101916860,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gwre
MTCH,"Match Group, Inc.",15.88,4064781701,n/a,2015,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/mtch
CW,Curtiss-Wright Corporation,91.22,4061880466,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cw
JCOM,"j2 Global, Inc.",83.75,4035882518,n/a,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
TDC,Teradata Corporation,30.3,3965893947,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/tdc
AL,Air Lease Corporation,37.76,3889381801,n/a,2011,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/al
CRUS,"Cirrus Logic, Inc.",60.06,3857771037,n/a,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus
DATA,"Tableau Software, Inc.",48.41,3778485314,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/data
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,86.09,3777711502,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic
MPWR,"Monolithic Power Systems, Inc.",91.43,3764353217,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr
EPAM,"EPAM Systems, Inc.",73.27,3750302749,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/epam
AUO,AU Optronics Corp,3.83,3686085877,n/a,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo
VSAT,"ViaSat, Inc.",63.64,3664965869,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/vsat
BLKB,"Blackbaud, Inc.",76.14,3619087546,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb
ATHM,Autohome Inc.,31.9,3606440783,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/athm
DST,"DST Systems, Inc.",114.16,3601371614,n/a,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst
MANH,"Manhattan Associates, Inc.",49.62,3493186471,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
TECD,Tech Data Corporation,91.11,3462776406,n/a,1986,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/tecd
NTCT,"NetScout Systems, Inc.",37.25,3419063105,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/ntct
ELLI,"Ellie Mae, Inc.",98.14,3314249824,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli
CLGX,"CoreLogic, Inc.",39.16,3309803474,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clgx
PAYC,"Paycom Software, Inc.",54.94,3268477844,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/payc
MDSO,"Medidata Solutions, Inc.",55.97,3229754727,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso
PEGA,Pegasystems Inc.,41.85,3207513568,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/pega
PFPT,"Proofpoint, Inc.",73.37,3176657088,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/pfpt
FNSR,Finisar Corporation,28.36,3158955796,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fnsr
IDTI,"Integrated Device Technology, Inc.",23.59,3147368081,n/a,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
CRTO,Criteo S.A.,51.55,3139614603,60904260,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto
SLAB,"Silicon Laboratories, Inc.",72.85,3080683641,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
CACI,"CACI International, Inc.",121,2951621123,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/caci
SANM,Sanmina Corporation,39.7,2949451156,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
FSLR,"First Solar, Inc.",28.31,2945505202,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/fslr
MTSI,"MACOM Technology Solutions Holdings, Inc.",44.97,2848536914,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
MULE,"MuleSoft, Inc.",22.53,2838590230,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mule
WB,Weibo Corporation,49.78,2834957261,56949724,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wb
RP,"RealPage, Inc.",34.85,2821457359,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
NTNX,"Nutanix, Inc.",19.5,2792681385,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntnx
INXN,InterXion Holding N.V.,38.64,2723308560,n/a,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inxn
WIX,Wix.com Ltd.,66.65,2687653452,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wix
NICE,NICE Ltd,67.13,2657979926,39594517,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/nice
WBT,"Welbilt, Inc.",19.05,2645208838,n/a,2016,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wbt
CREE,"Cree, Inc.",27.13,2642595968,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
MOMO,Momo Inc.,33.33,2624723701,78749586,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/momo
AMKR,"Amkor Technology, Inc.",10.95,2614733122,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr
ZEN,"Zendesk, Inc.",26.86,2605629374,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/zen
JBT,John Bean Technologies Corporation,88,2580430952,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/jbt
ACIW,"ACI Worldwide, Inc.",21.88,2566650335,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/aciw
TWLO,Twilio Inc.,29.19,2555109958,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twlo
MLNX,"Mellanox Technologies, Ltd.",51.3,2548540805,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx
VRNT,Verint Systems Inc.,40.4,2532257941,n/a,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/vrnt
VIAV,Viavi Solutions Inc.,10.72,2468967999,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/viav
AYA,Amaya Inc.,16.9,2462026256,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aya
ZNGA,Zynga Inc.,2.8,2430967846,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/znga
ASGN,"On Assignment, Inc.",46.13,2428913151,n/a,1992,Technology,Professional Services,http://www.nasdaq.com/symbol/asgn
RXN,Rexnord Corporation,22.74,2351929343,n/a,2012,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rxn
SMTC,Semtech Corporation,34.35,2266198209,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
GRPN,"Groupon, Inc.",3.99,2242675316,n/a,2011,Technology,Advertising,http://www.nasdaq.com/symbol/grpn
CVLT,"Commvault Systems, Inc.",49.1,2213411699,n/a,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
CSOD,"Cornerstone OnDemand, Inc.",38.91,2204521302,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
HUBS,"HubSpot, Inc.",60.55,2189450459,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hubs
ACXM,Acxiom Corporation,27.94,2186533158,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acxm
FEYE,"FireEye, Inc.",12.28,2179791793,n/a,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/feye
ACIA,"Acacia Communications, Inc.",56.69,2178144937,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/acia
EFII,"Electronics for Imaging, Inc.",46.83,2174403863,n/a,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
MDRX,"Allscripts Healthcare Solutions, Inc.",11.98,2162546758,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx
ERIC,Ericsson,6.55,2136697881,326213417,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
MSTR,MicroStrategy Incorporated,186.14,2128565625,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
BOX,"Box, Inc.",16.37,2122387034,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/box
AAN,"Aaron&#39;s,  Inc.",28.71,2083723022,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aan
